Product,Projected Pillar,pricingdate,Validated Value Projected CV,Outlier,is Auction Date
future,10Y,5/3/2025,74.7968,0.0,0
bond,1M,3/13/2025,22.5914,0.0,0
bond,1M,10/11/2025,70.3766,0.0,1
irdswap,10Y,4/25/2024,27.4524,,0
irdswap,1Y,9/3/2024,27.8464,,1
bond,1W,9/13/2025,23.0054,0.0,0
irdswap,25Y,5/5/2024,4.8095,,0
future,40Y,4/25/2024,93.6648,0.0,0
future,50Y,12/10/2023,20.4092,1.0,0
future,3M,4/28/2025,3.086,0.0,0
bond,25Y,2/18/2024,87.4605,1.0,1
bond,50Y,5/30/2024,72.4709,0.0,0
irdswap,20Y,2/25/2025,24.2882,,1
bond,2Y,6/17/2023,65.2997,0.0,1
bond,1Y,4/20/2023,50.2505,0.0,0
irdswap,1Y,4/11/2023,40.9427,,1
irdswap,100Y,7/6/2025,39.2356,,1
irdswap,1W,3/2/2025,87.505,,1
future,40Y,11/20/2025,33.9486,0.0,0
bond,10Y,10/30/2025,57.0936,0.0,0
irdswap,1M,4/20/2023,59.8117,,1
bond,3M,6/10/2024,39.0829,0.0,1
bond,2Y,12/3/2024,81.7802,0.0,0
bond,3M,12/19/2023,2.7612,0.0,1
future,15Y,6/9/2024,63.7115,0.0,1
future,1W,6/22/2024,14.5541,0.0,1
bond,30Y,12/31/2024,62.3605,0.0,1
irdswap,1W,9/29/2024,33.1011,,0
bond,1W,6/3/2023,94.5893,0.0,0
irdswap,10Y,1/26/2023,47.9235,,1
irdswap,40Y,1/22/2025,13.2324,,1
bond,15Y,7/11/2023,45.0359,0.0,0
future,1M,9/3/2024,62.9048,0.0,0
bond,20Y,12/15/2023,72.0408,0.0,0
bond,100Y,1/20/2025,91.279,0.0,1
irdswap,10Y,11/4/2023,37.4555,,1
irdswap,30Y,1/12/2025,53.6202,,0
irdswap,20Y,7/12/2025,26.1065,,0
irdswap,50Y,3/5/2025,4.714,,1
irdswap,40Y,5/6/2024,37.5991,,1
irdswap,10Y,12/22/2024,28.8084,,1
bond,30Y,1/17/2024,82.4944,0.0,1
bond,1Y,6/29/2024,67.2367,0.0,1
irdswap,50Y,12/24/2024,69.2754,,0
future,20Y,5/7/2025,25.8786,0.0,0
bond,15Y,11/4/2023,44.2919,0.0,1
bond,3M,2/15/2025,38.6233,0.0,1
future,50Y,3/16/2024,97.1444,0.0,1
bond,3M,8/19/2024,13.2003,0.0,0
bond,1W,8/28/2023,6.3318,0.0,0
bond,2Y,8/28/2023,37.7403,0.0,1
bond,2Y,5/5/2024,98.461,0.0,1
irdswap,1Y,8/28/2024,85.5492,,1
bond,3M,1/14/2025,13.9195,0.0,0
irdswap,25Y,11/15/2023,28.0922,,1
irdswap,15Y,8/3/2023,39.9851,,0
bond,1M,9/14/2023,57.0179,0.0,1
future,30Y,8/13/2024,13.0525,0.0,1
future,1Y,11/19/2024,26.2297,0.0,0
future,15Y,3/13/2025,50.9702,0.0,1
future,30Y,12/20/2025,43.2501,0.0,0
bond,15Y,7/13/2024,18.8022,0.0,0
bond,10Y,9/21/2025,77.0328,0.0,1
bond,2Y,7/6/2025,92.6969,0.0,0
irdswap,10Y,6/17/2023,64.0939,,0
future,10Y,2/1/2025,14.6645,0.0,0
future,50Y,5/5/2024,71.8996,0.0,1
bond,25Y,7/10/2025,78.8128,0.0,0
bond,1M,4/2/2025,49.5726,0.0,0
future,15Y,8/22/2024,58.5569,0.0,1
future,1Y,12/12/2023,99.7792,0.0,0
bond,2Y,1/3/2025,37.3258,0.0,0
future,40Y,8/1/2025,28.775,0.0,1
irdswap,40Y,2/14/2024,6.1141,,1
bond,40Y,12/10/2023,61.4651,0.0,0
future,40Y,6/19/2025,47.8475,0.0,1
bond,40Y,8/22/2024,63.6741,0.0,1
future,100Y,12/28/2023,49.976,1.0,1
future,15Y,7/30/2024,21.3093,0.0,1
future,50Y,10/19/2025,91.2059,0.0,0
future,15Y,8/6/2024,8.8919,0.0,0
irdswap,2Y,10/21/2025,61.8023,,1
future,30Y,10/16/2024,40.0477,0.0,0
irdswap,10Y,5/2/2023,85.2383,,0
future,20Y,4/6/2024,12.8406,0.0,0
irdswap,100Y,12/24/2024,28.6699,,1
future,30Y,4/16/2023,43.5591,0.0,1
bond,100Y,1/1/2023,61.501,0.0,0
future,1W,11/1/2025,62.7773,0.0,1
irdswap,1W,7/1/2024,6.3825,,0
irdswap,3M,12/15/2023,89.0959,,1
bond,40Y,4/17/2023,95.8165,0.0,0
bond,20Y,4/10/2025,87.791,0.0,1
bond,40Y,11/4/2023,14.6767,0.0,0
future,20Y,12/21/2025,55.4332,1.0,1
bond,1Y,12/10/2023,29.3404,0.0,0
bond,40Y,2/9/2023,43.9518,0.0,1
irdswap,100Y,11/5/2024,74.0082,,0
irdswap,20Y,9/14/2023,62.0103,,1
bond,40Y,9/3/2024,25.1689,0.0,0
future,40Y,2/27/2025,76.0947,0.0,1
irdswap,50Y,10/18/2025,18.9445,,1
future,15Y,11/5/2024,66.5331,0.0,0
irdswap,40Y,7/11/2023,15.028,,1
irdswap,40Y,7/13/2024,13.3089,,0
irdswap,30Y,8/12/2024,49.1828,,1
bond,30Y,6/2/2023,56.941,0.0,0
bond,50Y,3/11/2023,52.7393,0.0,1
bond,3M,4/28/2024,32.4145,0.0,1
bond,10Y,9/21/2023,63.6435,0.0,1
irdswap,50Y,4/6/2024,56.0937,,1
irdswap,30Y,6/7/2023,87.6209,,0
irdswap,1Y,10/23/2025,79.5894,,1
future,50Y,11/14/2023,14.508,0.0,0
bond,10Y,3/16/2025,24.036,0.0,1
irdswap,40Y,11/7/2023,67.8893,,0
bond,10Y,2/14/2024,77.0656,0.0,0
bond,40Y,10/19/2023,42.4052,0.0,0
bond,100Y,7/5/2023,7.4,1.0,1
future,30Y,10/18/2025,96.0811,0.0,0
future,100Y,10/21/2025,28.4744,0.0,1
bond,1Y,12/21/2023,89.8816,0.0,1
irdswap,25Y,8/23/2024,67.8059,,1
bond,2Y,8/13/2024,46.6721,0.0,0
bond,30Y,7/1/2023,77.7267,0.0,0
future,100Y,7/11/2023,3.1077,0.0,0
future,50Y,10/16/2024,3.9578,0.0,0
irdswap,3M,12/12/2023,79.3923,,0
future,50Y,1/26/2023,46.404,0.0,1
bond,15Y,1/21/2025,32.6174,0.0,0
irdswap,1M,7/17/2025,71.9936,,0
future,20Y,8/26/2023,30.344,0.0,0
future,20Y,2/26/2025,95.3524,0.0,1
irdswap,1W,10/4/2025,37.1529,,1
bond,30Y,10/3/2025,3.1253,0.0,1
bond,50Y,6/12/2023,64.4116,0.0,0
irdswap,40Y,8/23/2024,82.0852,,1
bond,25Y,10/26/2025,54.1319,0.0,0
irdswap,1W,2/2/2023,93.3998,,0
future,1W,12/19/2023,29.5379,0.0,0
irdswap,1Y,1/21/2025,38.9813,,0
bond,100Y,4/16/2023,73.8983,0.0,0
bond,15Y,5/13/2023,76.7511,0.0,0
bond,1W,11/1/2025,36.7084,0.0,0
future,100Y,10/19/2025,75.7034,0.0,0
future,20Y,4/11/2023,85.6041,0.0,0
future,1W,7/10/2025,70.1286,0.0,0
irdswap,1Y,6/8/2025,60.5203,,0
bond,3M,7/11/2023,50.479,0.0,0
future,3M,10/26/2025,41.3162,0.0,0
bond,1Y,8/13/2024,14.827,0.0,1
future,3M,12/14/2025,31.1514,1.0,0
bond,15Y,2/15/2025,2.6679,0.0,0
bond,20Y,5/13/2023,67.2365,0.0,1
future,30Y,2/27/2024,43.6154,0.0,1
irdswap,25Y,6/2/2023,4.6444,,1
bond,40Y,3/16/2025,55.9593,0.0,0
bond,2Y,5/28/2023,75.269,0.0,1
bond,25Y,2/27/2025,58.3537,0.0,1
irdswap,50Y,1/31/2024,23.4978,,1
future,50Y,6/3/2024,60.1578,0.0,0
bond,15Y,10/30/2024,1.7644,0.0,0
bond,40Y,7/13/2024,50.624,0.0,0
future,100Y,1/20/2024,33.718,0.0,0
future,20Y,5/28/2023,90.1991,0.0,0
future,10Y,1/6/2023,54.152,0.0,0
future,10Y,5/14/2023,88.8415,0.0,1
bond,3M,12/28/2023,22.5715,1.0,0
bond,50Y,12/21/2023,86.5669,0.0,1
bond,100Y,12/1/2024,99.4518,0.0,1
irdswap,15Y,9/13/2025,24.8134,,1
future,40Y,2/15/2025,56.7729,0.0,0
irdswap,100Y,9/29/2024,24.7324,,1
bond,10Y,2/27/2024,29.1058,0.0,1
bond,40Y,10/24/2023,68.0816,0.0,1
irdswap,15Y,12/28/2023,46.2771,,1
future,3M,11/14/2023,78.3133,0.0,1
bond,100Y,12/22/2024,20.1678,0.0,0
irdswap,10Y,8/3/2024,27.2958,,0
bond,1Y,2/2/2023,43.2595,0.0,0
bond,1W,10/13/2024,31.3795,0.0,1
future,1M,7/6/2025,96.943,0.0,0
future,3M,5/5/2025,72.1159,0.0,0
future,40Y,7/10/2025,74.1904,0.0,0
bond,25Y,2/26/2025,16.5616,0.0,1
irdswap,25Y,3/23/2024,83.4126,,0
bond,10Y,12/10/2023,39.4754,0.0,1
future,20Y,2/19/2024,21.6408,0.0,0
irdswap,1M,1/18/2023,92.713,,1
bond,20Y,3/13/2025,37.0325,0.0,0
future,15Y,8/26/2023,10.3263,1.0,0
bond,20Y,8/1/2024,14.2971,0.0,1
irdswap,1W,6/2/2023,54.3748,,1
irdswap,3M,6/19/2025,53.5297,,1
bond,50Y,8/29/2025,50.4228,0.0,1
bond,1M,11/25/2025,95.5521,0.0,1
irdswap,25Y,1/26/2023,85.3143,,0
irdswap,50Y,4/24/2024,96.6153,,1
irdswap,1M,6/11/2024,14.8968,,1
future,2Y,12/30/2024,65.9147,0.0,1
irdswap,10Y,10/27/2023,29.9557,,0
bond,10Y,1/26/2023,41.7303,0.0,0
future,10Y,6/29/2024,93.089,0.0,1
bond,1M,1/22/2025,10.7215,0.0,0
bond,30Y,4/20/2023,26.693,0.0,0
bond,1M,4/4/2023,41.6258,0.0,1
irdswap,50Y,5/28/2023,73.5393,,0
bond,2Y,12/8/2023,6.9266,0.0,0
future,50Y,8/29/2024,42.516,0.0,0
bond,1W,5/2/2023,10.5828,0.0,1
future,3M,12/22/2024,60.5662,0.0,0
bond,30Y,12/1/2024,83.3518,1.0,1
bond,10Y,12/1/2024,75.4425,0.0,1
bond,1Y,1/17/2024,92.7062,0.0,1
future,1M,5/3/2025,62.733,0.0,1
irdswap,50Y,5/3/2025,13.116,,0
irdswap,100Y,1/12/2025,73.902,,0
bond,3M,12/14/2025,59.1548,0.0,1
bond,20Y,10/26/2025,65.2863,0.0,0
irdswap,10Y,6/11/2024,36.0755,,1
irdswap,1Y,12/21/2025,34.0357,,1
future,1W,12/21/2025,56.6285,0.0,0
bond,2Y,12/21/2025,89.707,0.0,1
irdswap,15Y,2/12/2023,38.2892,,0
future,50Y,11/15/2024,8.4042,0.0,1
future,15Y,8/13/2024,92.2167,0.0,0
bond,25Y,12/9/2025,16.3655,0.0,1
bond,10Y,6/22/2024,27.5825,0.0,0
future,30Y,10/27/2023,29.7697,1.0,1
bond,25Y,1/26/2025,38.444,0.0,0
bond,2Y,11/14/2023,51.7738,0.0,1
future,3M,2/19/2024,93.6951,0.0,0
irdswap,50Y,4/11/2023,63.3913,,0
bond,15Y,2/3/2024,60.7713,0.0,0
irdswap,20Y,7/5/2023,75.3447,,1
future,30Y,7/20/2024,2.8361,0.0,1
future,100Y,7/30/2024,75.9235,0.0,1
bond,2Y,2/26/2025,87.4432,0.0,1
future,100Y,10/13/2024,58.8525,0.0,1
bond,10Y,1/14/2025,28.2173,0.0,0
future,1Y,10/28/2024,74.9639,0.0,1
irdswap,1W,8/3/2025,44.5207,,0
future,1Y,12/4/2023,98.6953,0.0,1
bond,20Y,10/24/2023,8.2159,0.0,0
bond,100Y,7/13/2024,8.9368,0.0,1
future,3M,10/11/2025,74.8574,0.0,1
bond,25Y,11/7/2023,45.7062,0.0,1
bond,10Y,1/12/2025,64.1491,1.0,0
bond,3M,8/12/2024,43.0354,0.0,0
future,2Y,11/15/2024,26.7249,0.0,1
bond,1Y,8/23/2024,29.4509,0.0,0
bond,30Y,5/13/2023,86.5727,0.0,0
irdswap,2Y,12/3/2024,80.0094,,1
bond,40Y,1/17/2024,9.9979,0.0,1
bond,100Y,5/13/2023,8.4603,1.0,0
irdswap,50Y,2/27/2024,37.6574,,1
bond,15Y,2/14/2024,60.4977,0.0,1
irdswap,2Y,1/3/2025,52.2997,,0
irdswap,15Y,8/26/2023,98.7513,,0
future,1W,2/2/2025,88.6758,0.0,1
irdswap,2Y,7/1/2024,89.5833,,0
bond,25Y,8/3/2024,31.4202,1.0,1
irdswap,30Y,1/22/2024,0.222,,1
bond,25Y,10/16/2024,49.1198,0.0,1
bond,25Y,8/3/2025,6.5663,0.0,0
bond,1M,8/13/2024,83.8316,0.0,0
future,50Y,6/8/2025,82.2161,0.0,1
future,1W,4/25/2023,85.9619,1.0,1
future,100Y,2/14/2024,37.3977,0.0,0
irdswap,1W,9/5/2025,19.9221,,1
bond,25Y,5/14/2023,57.3976,0.0,1
bond,25Y,8/1/2025,92.2615,0.0,0
future,1Y,1/6/2023,64.8348,1.0,0
bond,50Y,8/6/2024,3.9951,0.0,0
bond,25Y,4/29/2024,69.6536,0.0,1
future,1M,12/20/2025,35.1907,0.0,1
irdswap,30Y,8/24/2024,17.2898,,1
bond,15Y,9/21/2023,47.1025,0.0,0
irdswap,30Y,4/10/2025,69.2119,,1
future,20Y,9/29/2024,23.8966,0.0,0
bond,20Y,2/1/2025,79.4507,0.0,0
irdswap,3M,2/15/2025,69.032,,1
future,1W,4/17/2023,3.1929,0.0,0
bond,30Y,12/8/2023,34.6175,0.0,0
future,40Y,8/24/2024,40.2954,0.0,0
future,1W,5/3/2025,22.9386,0.0,0
irdswap,20Y,6/15/2025,36.6185,,1
irdswap,10Y,2/1/2025,46.6841,,0
future,2Y,3/23/2023,7.2128,0.0,1
irdswap,15Y,8/12/2024,98.7589,,1
bond,20Y,12/3/2024,93.0793,0.0,1
future,10Y,12/8/2023,52.7229,0.0,0
bond,2Y,6/15/2025,53.0622,0.0,0
future,20Y,2/12/2023,84.4394,0.0,1
future,1M,4/28/2024,8.9579,0.0,0
irdswap,15Y,2/18/2024,37.9831,,1
irdswap,25Y,1/20/2024,58.8178,,1
irdswap,10Y,8/29/2024,65.8627,,1
irdswap,25Y,9/29/2024,50.262,,0
future,50Y,8/26/2023,76.9817,0.0,1
future,20Y,7/20/2023,41.0636,0.0,1
irdswap,50Y,6/7/2023,26.2214,,1
irdswap,25Y,3/13/2025,66.3715,,0
irdswap,100Y,8/3/2025,86.9095,,0
future,30Y,11/19/2024,65.1283,0.0,1
bond,20Y,3/18/2024,52.1072,0.0,0
future,1Y,3/23/2023,96.7035,0.0,1
future,1M,6/16/2025,7.804,0.0,0
future,10Y,4/16/2023,28.1907,0.0,1
future,30Y,7/28/2024,1.0438,0.0,0
irdswap,1Y,1/12/2025,46.533,,0
irdswap,1M,2/14/2024,49.6956,,0
future,25Y,3/5/2025,17.9496,0.0,1
bond,3M,9/21/2023,27.3652,0.0,0
irdswap,20Y,1/17/2024,23.9014,,1
irdswap,1W,5/13/2023,68.3894,,1
bond,10Y,6/3/2023,35.7354,0.0,1
bond,2Y,11/15/2023,65.8976,0.0,0
bond,15Y,5/7/2025,9.1336,0.0,1
future,1M,11/4/2023,92.6803,0.0,0
future,2Y,3/8/2025,0.062,0.0,0
irdswap,1Y,2/15/2025,74.7357,,1
future,15Y,7/2/2023,32.5602,0.0,1
bond,2Y,6/22/2024,48.3513,0.0,0
future,40Y,10/18/2025,95.3219,0.0,0
irdswap,1W,11/1/2025,68.6464,,1
irdswap,40Y,4/17/2023,60.758,,0
bond,30Y,8/1/2024,3.8691,0.0,0
bond,25Y,9/5/2025,39.3579,1.0,1
future,40Y,6/8/2025,91.8418,0.0,1
future,1M,5/14/2023,26.5244,0.0,0
irdswap,30Y,9/3/2024,91.4361,,1
bond,10Y,12/3/2024,4.5396,0.0,1
future,1Y,12/31/2024,28.3548,0.0,1
future,50Y,6/2/2023,12.2081,0.0,0
bond,100Y,9/19/2024,0.4906,0.0,1
bond,20Y,8/3/2023,72.7073,1.0,0
future,1M,7/20/2024,87.5439,0.0,1
irdswap,50Y,3/10/2023,41.3104,,1
irdswap,10Y,4/25/2023,88.8421,,0
irdswap,10Y,1/22/2024,77.6299,,1
bond,50Y,6/3/2023,73.4971,0.0,1
future,40Y,4/4/2023,92.9463,0.0,0
bond,25Y,7/1/2024,71.6017,0.0,0
future,2Y,8/28/2024,98.9805,0.0,0
future,1M,10/28/2024,49.8625,0.0,0
bond,1M,6/29/2024,8.9884,0.0,1
future,100Y,1/14/2025,3.6789,0.0,0
irdswap,40Y,7/28/2024,77.0521,,0
future,3M,9/5/2023,18.3566,0.0,1
irdswap,100Y,4/4/2025,27.006,,0
irdswap,2Y,1/21/2025,36.3852,,1
bond,1W,10/26/2025,78.5078,1.0,0
future,1Y,7/12/2025,53.527,0.0,1
bond,30Y,12/20/2025,23.1417,0.0,1
irdswap,30Y,6/17/2025,16.105,,1
future,2Y,4/2/2025,54.6262,0.0,0
bond,10Y,1/18/2023,44.9283,0.0,1
irdswap,100Y,2/2/2025,51.1948,,1
future,100Y,11/15/2023,16.9356,0.0,0
future,50Y,10/3/2023,43.1365,0.0,1
irdswap,20Y,6/3/2023,58.9599,,1
irdswap,1M,9/19/2024,19.4232,,0
future,10Y,9/3/2024,85.5783,0.0,1
bond,30Y,10/3/2023,73.9086,0.0,1
future,1M,6/2/2023,70.8774,0.0,1
future,20Y,8/1/2025,19.8307,1.0,1
bond,10Y,11/9/2023,40.0697,0.0,1
bond,10Y,2/27/2025,33.7658,0.0,1
bond,15Y,10/19/2023,57.8132,0.0,1
irdswap,15Y,1/23/2024,21.4971,,0
irdswap,10Y,1/14/2025,59.9518,,1
bond,3M,5/11/2025,59.1825,0.0,0
future,2Y,10/13/2024,96.3671,0.0,0
bond,25Y,5/5/2023,84.8036,0.0,1
bond,25Y,5/5/2025,96.5677,0.0,0
bond,1Y,3/2/2024,36.9328,0.0,0
bond,20Y,7/6/2025,36.7418,0.0,0
future,1M,3/18/2024,45.9536,1.0,0
bond,1Y,2/26/2025,40.5015,0.0,1
future,1M,7/17/2025,71.392,0.0,0
future,40Y,10/11/2024,57.6758,0.0,0
future,15Y,12/19/2023,94.8734,0.0,1
future,25Y,6/15/2025,45.2083,0.0,1
irdswap,3M,1/6/2023,71.2215,,1
future,1W,9/14/2023,48.3343,0.0,1
irdswap,100Y,12/4/2023,23.5431,,0
bond,50Y,6/22/2024,93.349,0.0,0
bond,1Y,4/25/2023,55.3825,0.0,1
bond,1M,7/5/2023,81.1406,0.0,0
future,25Y,6/8/2025,78.7898,0.0,0
irdswap,20Y,12/21/2023,96.5446,,1
bond,1Y,7/20/2024,30.96,1.0,1
future,20Y,2/2/2023,80.4859,0.0,0
future,1W,5/5/2025,46.3962,0.0,0
future,3M,1/18/2023,0.6781,0.0,0
bond,3M,2/3/2024,82.4508,0.0,1
irdswap,25Y,4/9/2025,91.4122,,1
irdswap,50Y,12/1/2024,39.3376,,1
bond,2Y,7/1/2024,43.0929,0.0,1
bond,2Y,7/20/2023,52.3913,0.0,1
future,30Y,11/4/2023,10.6189,0.0,0
future,25Y,1/20/2025,59.4735,0.0,1
bond,1W,2/26/2025,15.759,0.0,0
future,25Y,12/24/2024,36.2812,0.0,1
irdswap,30Y,7/5/2023,69.9746,,1
future,20Y,1/21/2025,12.6233,0.0,1
bond,40Y,6/17/2025,40.3886,0.0,0
bond,1W,3/10/2023,19.421,0.0,0
irdswap,3M,4/26/2024,28.4819,,1
irdswap,25Y,12/3/2024,43.2913,,1
future,1Y,12/8/2023,14.2182,0.0,0
bond,1M,12/7/2024,33.5346,1.0,1
bond,10Y,3/11/2023,81.2756,0.0,1
irdswap,3M,4/4/2023,77.732,,1
bond,50Y,4/29/2024,14.4123,0.0,1
bond,3M,10/13/2024,94.0648,0.0,0
bond,15Y,4/29/2024,58.7732,0.0,0
irdswap,100Y,9/21/2025,95.0697,,0
future,2Y,8/3/2025,52.6566,0.0,1
bond,30Y,2/3/2024,72.3154,0.0,0
bond,1M,3/11/2023,52.0804,0.0,0
irdswap,100Y,1/14/2025,86.3787,,1
bond,1M,12/9/2025,65.3552,0.0,1
bond,2Y,4/10/2025,17.4405,0.0,1
future,20Y,4/25/2025,9.8383,0.0,1
future,1Y,12/21/2023,66.4373,0.0,0
future,15Y,5/6/2024,24.3467,0.0,0
bond,20Y,1/23/2024,4.5184,0.0,1
irdswap,15Y,3/5/2025,51.7345,,0
irdswap,20Y,11/10/2025,78.3566,,0
irdswap,25Y,9/22/2024,77.5644,,0
irdswap,10Y,10/24/2023,80.7071,,0
future,1Y,8/23/2024,61.1241,0.0,1
future,3M,2/12/2023,23.5856,0.0,1
future,3M,2/16/2024,8.4456,0.0,0
bond,100Y,8/19/2024,82.0823,0.0,1
bond,15Y,12/20/2025,29.9893,0.0,1
irdswap,20Y,8/3/2024,53.8571,,0
future,3M,5/7/2025,35.2799,1.0,1
future,3M,10/21/2025,69.4219,0.0,1
irdswap,1W,10/28/2024,61.03,,1
bond,20Y,1/20/2024,52.3689,0.0,0
irdswap,40Y,6/22/2024,14.3624,,0
future,1W,11/16/2024,91.357,0.0,0
bond,100Y,7/12/2025,93.8622,0.0,0
irdswap,25Y,3/18/2024,56.2219,,0
bond,1W,8/12/2024,75.1659,0.0,1
bond,25Y,2/27/2024,26.0272,0.0,1
bond,30Y,3/2/2025,29.6776,0.0,1
irdswap,40Y,9/3/2024,18.0758,,0
irdswap,10Y,8/18/2024,83.8325,,0
future,2Y,6/3/2023,64.2117,0.0,1
future,1W,4/26/2024,36.5526,0.0,1
irdswap,1W,12/7/2024,75.3103,,1
irdswap,10Y,6/10/2024,95.0031,,1
irdswap,1M,4/16/2023,2.6247,,1
bond,40Y,10/11/2024,60.1507,0.0,1
future,25Y,2/15/2025,61.5783,0.0,0
bond,30Y,10/11/2024,68.1028,0.0,0
bond,100Y,10/4/2025,38.3466,0.0,0
bond,2Y,5/2/2023,68.124,0.0,1
future,40Y,7/28/2024,56.9845,0.0,0
bond,40Y,6/3/2023,64.5095,0.0,1
irdswap,1W,2/14/2024,57.7493,,0
future,30Y,11/10/2025,5.8575,1.0,0
bond,1M,5/11/2025,19.4259,0.0,1
bond,30Y,11/16/2024,25.4255,1.0,1
future,1M,12/21/2023,1.656,0.0,0
future,3M,10/30/2025,3.9522,0.0,1
future,30Y,6/8/2025,25.8476,0.0,1
irdswap,1M,11/5/2024,8.1981,,0
irdswap,3M,5/11/2025,15.4744,,1
irdswap,3M,6/3/2024,14.0565,,1
bond,100Y,6/19/2025,23.0123,0.0,0
irdswap,10Y,7/29/2024,84.9878,,0
bond,2Y,7/12/2025,11.114,0.0,1
bond,2Y,1/26/2024,2.8264,0.0,1
future,100Y,7/15/2024,57.4035,0.0,1
future,1W,8/24/2024,26.2926,0.0,1
bond,15Y,1/18/2023,11.3828,0.0,0
irdswap,50Y,8/23/2024,72.9852,,1
future,2Y,5/5/2024,7.0199,0.0,1
irdswap,3M,5/3/2025,26.8518,,1
bond,2Y,3/8/2025,67.801,0.0,0
bond,1M,1/23/2024,66.2677,0.0,1
bond,30Y,6/17/2023,49.7866,0.0,0
irdswap,1M,6/16/2025,88.5448,,1
bond,30Y,4/29/2024,67.672,0.0,0
irdswap,25Y,1/12/2025,93.7697,,0
future,3M,4/28/2024,84.9903,0.0,1
irdswap,3M,12/21/2025,10.495,,1
future,100Y,9/14/2023,56.1708,0.0,1
irdswap,1M,8/22/2024,14.8985,,0
bond,25Y,2/19/2023,27.7607,0.0,0
bond,10Y,12/15/2023,72.1199,1.0,0
bond,25Y,2/1/2025,2.6845,0.0,0
bond,10Y,7/20/2023,35.0232,0.0,1
future,1Y,6/17/2023,35.7987,0.0,0
bond,1W,4/17/2023,2.4755,0.0,1
future,10Y,8/1/2025,25.1701,0.0,1
bond,15Y,9/21/2025,77.2447,0.0,1
future,2Y,6/8/2025,88.311,1.0,1
future,25Y,4/18/2024,27.5066,0.0,1
future,40Y,12/10/2023,65.8393,0.0,0
future,40Y,1/14/2025,13.5862,0.0,0
future,25Y,6/16/2025,88.3536,0.0,1
irdswap,25Y,6/29/2024,97.4138,,1
future,1M,1/31/2024,4.2477,0.0,1
bond,25Y,6/3/2024,46.2564,0.0,0
bond,1Y,5/5/2023,76.092,0.0,0
future,30Y,5/11/2025,47.3059,0.0,1
irdswap,50Y,3/23/2023,29.6543,,1
bond,1W,12/10/2023,13.77,0.0,1
future,40Y,11/25/2025,44.382,0.0,1
irdswap,30Y,7/13/2024,43.4733,,1
irdswap,3M,12/19/2023,39.3134,,1
bond,15Y,11/14/2023,39.0375,0.0,0
bond,15Y,3/23/2024,23.4812,0.0,1
irdswap,10Y,12/10/2023,45.9149,,1
future,2Y,4/25/2023,53.5945,0.0,0
irdswap,100Y,11/10/2025,44.2065,,1
irdswap,10Y,10/3/2023,67.0579,,1
irdswap,20Y,4/2/2025,42.5631,,0
bond,1Y,6/17/2023,13.7554,0.0,0
irdswap,50Y,12/20/2025,28.3544,,1
bond,1W,12/8/2023,84.3159,0.0,0
bond,10Y,9/18/2024,78.9948,0.0,1
bond,1W,10/23/2025,32.8254,0.0,1
irdswap,1W,5/3/2025,41.6526,,0
bond,10Y,1/26/2024,75.1871,0.0,0
future,30Y,8/18/2024,45.1999,0.0,1
irdswap,1M,1/22/2025,43.9377,,1
irdswap,1W,1/1/2023,40.3767,,1
irdswap,10Y,6/29/2024,64.82,,1
irdswap,1Y,2/9/2023,53.4913,,1
future,30Y,6/15/2025,9.0457,0.0,1
future,30Y,10/23/2025,12.8067,0.0,0
irdswap,3M,11/13/2024,65.4421,,1
future,1M,8/18/2024,76.1134,0.0,1
future,3M,9/5/2025,7.5455,0.0,0
bond,3M,3/18/2024,50.457,0.0,1
bond,1W,7/2/2023,23.9725,1.0,1
bond,30Y,4/11/2023,36.0994,0.0,1
irdswap,2Y,12/19/2023,69.1675,,1
irdswap,3M,2/12/2023,14.4331,,0
bond,1W,2/27/2025,90.6806,0.0,0
irdswap,100Y,12/30/2024,31.8239,,1
bond,40Y,10/18/2025,15.5878,0.0,0
irdswap,20Y,12/12/2023,77.3268,,1
irdswap,1Y,2/12/2023,11.0724,,0
irdswap,40Y,8/9/2025,75.2116,,0
future,30Y,5/1/2025,84.7377,0.0,0
irdswap,20Y,2/14/2024,17.4585,,0
future,20Y,3/23/2023,67.1357,0.0,1
bond,25Y,9/21/2025,21.6346,0.0,1
future,100Y,5/13/2023,72.2061,0.0,0
future,1W,2/24/2025,69.5048,0.0,0
future,1W,12/31/2024,67.9813,0.0,0
bond,15Y,10/11/2025,28.8973,1.0,1
bond,40Y,11/5/2024,15.3921,0.0,0
irdswap,3M,6/7/2023,12.1351,,1
future,30Y,12/10/2023,37.2219,0.0,1
irdswap,1W,10/11/2024,3.9431,,0
future,40Y,11/16/2024,91.8234,0.0,1
future,100Y,4/29/2024,70.7909,0.0,0
bond,20Y,4/20/2024,6.6274,0.0,1
future,100Y,5/5/2023,76.2117,0.0,1
bond,20Y,9/21/2025,28.1909,0.0,1
irdswap,40Y,3/16/2025,9.5102,,1
bond,40Y,6/29/2024,70.11,0.0,0
future,100Y,3/13/2025,36.7668,0.0,1
future,20Y,9/21/2025,31.9102,0.0,0
future,100Y,3/11/2023,10.2343,0.0,1
irdswap,100Y,4/9/2025,23.937,,0
irdswap,15Y,6/10/2024,27.8197,,0
future,50Y,12/21/2025,13.4805,0.0,0
irdswap,40Y,8/1/2025,22.6633,,1
irdswap,50Y,8/6/2024,6.0843,,0
bond,1W,1/14/2025,19.4479,0.0,1
